Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_100,Log_Sales
Dodge Racing: Charger vs Challenger,Wii,2009.0,Racing,Zushi Games,0.11,0.0,0.0,0.01,0.12,,,,,EM Studios,E,,0.11332868530700317
Fate/Extra CCC,PSP,2013.0,Action,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Greg Hastings Paintball 2,Wii,2010.0,Shooter,505 Games,0.11,0.0,0.0,0.01,0.12,,,,,Super X Studios,E10+,,0.11332868530700317
Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,SuperVillain Studios,T,87.0,0.11332868530700317
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Space Chimps,PS2,2008.0,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12,,,6.6,7.0,Red Tribe,E10+,66.0,0.11332868530700317
Backyard Sports Football: Rookie Rush,X360,2010.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12,,,,,,,,0.11332868530700317
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005.0,Misc,Vivendi Games,0.09,0.03,0.0,0.0,0.12,,,,,,,,0.11332868530700317
Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,Activision,0.09,0.02,0.0,0.01,0.12,39.0,18.0,2.1,132.0,Robomodo,T,21.0,0.11332868530700317
Rodea the Sky Soldier,WiiU,2015.0,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45.0,31.0,6.5,81.0,"Prope, Kadokawa",E10+,65.0,0.11332868530700317
Yakuza Kiwami,PS3,2016.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
DreamWorks Super Star Kartz,3DS,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.12,,,,,Activision,E,,0.11332868530700317
Pinball Hall of Fame: The Williams Collection,X360,2009.0,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,83.0,18.0,8.3,16.0,Farsight Studios,E10+,83.0,0.11332868530700317
NBA 2K17,X360,2016.0,Sports,Take-Two Interactive,0.09,0.02,0.0,0.01,0.12,,,3.4,11.0,2K Games,E,34.0,0.11332868530700317
Academy of Champions: Soccer,Wii,2009.0,Sports,Ubisoft,0.09,0.02,0.0,0.01,0.12,64.0,20.0,6.8,14.0,Ubisoft Vancouver,E,68.0,0.11332868530700317
Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.07,0.03,0.0,0.02,0.12,72.0,35.0,7.7,27.0,4J Studios,T,77.0,0.11332868530700317
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12,,,,,,,,0.11332868530700317
Power Gig: Rise of the SixString,X360,2010.0,Misc,Unknown,0.11,0.0,0.0,0.01,0.12,36.0,20.0,2.1,17.0,Seven45 Studios,T,21.0,0.11332868530700317
Mountain Sports,Wii,2009.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,,,Activision,E,,0.11332868530700317
Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,63.0,11.0,,,Infinite Interactive,E,,0.11332868530700317
Skylanders: SuperChargers,3DS,2015.0,Action,Activision,0.05,0.06,0.0,0.01,0.12,,,,,Vicarious Visions,E10+,,0.11332868530700317
Monster Jam: Path of Destruction,X360,2010.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12,,,5.0,4.0,Virtuos,E,50.0,0.11332868530700317
The Bible Game,GBA,2005.0,Misc,Crave Entertainment,0.09,0.03,0.0,0.0,0.12,,,,,Crave,E,,0.11332868530700317
NFL Head Coach,XB,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,26.0,7.1,9.0,EA Tiburon,E,71.0,0.11332868530700317
Just Dance: Disney Party,Wii,2012.0,Misc,Ubisoft,0.01,0.1,0.0,0.01,0.12,,,,,"Disney Interactive Studios, Land Ho!",E,,0.11332868530700317
Deca Sports Extreme,3DS,2011.0,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12,52.0,6.0,,,Hudson Soft,E,,0.11332868530700317
Kidz Sports: Crazy Golf,Wii,2008.0,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.12,,,3.4,8.0,Data Design Interactive,E,34.0,0.11332868530700317
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Deepak Chopra's Leela,X360,2011.0,Misc,THQ,0.07,0.04,0.0,0.01,0.12,,,3.5,4.0,Curious Pictures,E,35.0,0.11332868530700317
"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005.0,Platform,Midway Games,0.08,0.03,0.0,0.0,0.12,,,,,Artificial Mind and Movement,E,,0.11332868530700317
One Piece: Super Grand Battle! X,3DS,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.01,0.02,0.12,,,,,,,,0.11332868530700317
Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12,88.0,54.0,9.0,71.0,Double Fine Productions,T,90.0,0.11332868530700317
Tales of Berseria,PS3,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Uta no * Prince-Sama: All Star,PSP,2013.0,Action,Broccoli,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Airborne Troops: Countdown to D-Day,PS2,2005.0,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,39.0,4.0,8.1,9.0,WideScreen Games,T,81.0,0.11332868530700317
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,59.0,6.0,,,Zeroscale,E,,0.11332868530700317
The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74.0,42.0,7.9,13.0,Access Games,T,79.0,0.11332868530700317
nail'd,PS3,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,Techland,E10+,62.0,0.11332868530700317
Lost Magic,DS,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.2,32.0,Taito Corporation,E,82.0,0.11332868530700317
A.C.E.: Another Century's Episode Portable,PSP,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Jaws: Ultimate Predator,3DS,2011.0,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,"MicroProse, n-Space",M,,0.11332868530700317
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5.0,25.0,Ubisoft Quebec,T,50.0,0.11332868530700317
Rock Band: Metal Track Pack,PS3,2009.0,Misc,MTV Games,0.11,0.0,0.0,0.01,0.12,,,,,Harmonix Music Systems,T,,0.11332868530700317
Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0,Spicy Horse,M,84.0,0.11332868530700317
Barbie as The Island Princess,PS2,2007.0,Adventure,Activision,0.06,0.04,0.0,0.02,0.12,,,,,"Human Soft, Ivolgamus",E,,0.11332868530700317
Petz Puppyz & Kittenz,DS,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,,,,,,0.11332868530700317
Raiden IV,X360,2008.0,Shooter,Moss,0.1,0.0,0.01,0.01,0.12,63.0,4.0,7.8,10.0,Moss,E10+,78.0,0.11332868530700317
MX vs. ATV Untamed,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,0.12,61.0,14.0,,,Rainbow Studios,E,,0.11332868530700317
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,0.04,0.07,0.0,0.01,0.12,75.0,5.0,7.8,148.0,Ubisoft Toronto,M,78.0,0.11332868530700317
Rubik's World,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,66.0,8.0,,,Two Tribes,E,,0.11332868530700317
Zenses: Ocean,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,56.0,5.0,,,Shin'en,E,,0.11332868530700317
Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,Sonic Team,T,74.0,0.11332868530700317
Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,84.0,17.0,8.2,21.0,Q Entertainment,E,82.0,0.11332868530700317
NPPL: Championship Paintball 2009,Wii,2008.0,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12,,,7.7,7.0,FUN Labs,E10+,77.0,0.11332868530700317
Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,Beenox,T,64.0,0.11332868530700317
Cruis'n,Wii,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,25.0,7.0,3.7,18.0,Midway Studios - San Diego,E,37.0,0.11332868530700317
Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,Omega Force,T,73.0,0.11332868530700317
Castlevania: Curse of Darkness,XB,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,74.0,26.0,7.0,13.0,Konami,M,70.0,0.11332868530700317
SimAnimals Africa,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.12,53.0,7.0,,,Electronic Arts,E,,0.11332868530700317
Love Live! School Idol Paradise,PSV,2014.0,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,Spark Unlimited,T,58.0,0.11332868530700317
Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,Ubisoft Montreal,E10+,77.0,0.11332868530700317
The Clique: Diss and Make Up,DS,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,Gorilla Systems,E10+,,0.11332868530700317
USA Today Crossword Challenge,DS,2008.0,Puzzle,Destineer,0.11,0.0,0.0,0.01,0.12,,,,,Sanuk Games,T,,0.11332868530700317
Charm Girls Club: My Perfect Prom,DS,2009.0,Simulation,Electronic Arts,0.11,0.0,0.0,0.01,0.12,,,,,Griptonite Games,E,,0.11332868530700317
Marvel Trading Card Game,DS,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,61.0,17.0,4.9,7.0,1st Playable Productions,T,49.0,0.11332868530700317
Brunswick Pro Bowling,3DS,2011.0,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,"Farsight Studios, Crave",E,,0.11332868530700317
Wipeout 2,PS3,2011.0,Misc,Activision,0.11,0.0,0.0,0.01,0.12,,,,,Endemol,E10+,,0.11332868530700317
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.12,77.0,7.0,7.3,31.0,TT Games,E10+,73.0,0.11332868530700317
Ultimate Puzzle Games: Sudoku Edition,DS,2007.0,Puzzle,Telegames,0.11,0.0,0.0,0.01,0.12,,,,,puzzle.tv,E,,0.11332868530700317
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,55.0,24.0,8.0,20.0,Tamsoft,M,80.0,0.11332868530700317
Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.09,0.0,0.01,0.12,75.0,51.0,7.0,351.0,Haemimont,T,70.0,0.11332868530700317
Tales of Destiny 2,PSP,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12,57.0,10.0,,,Konami,E10+,,0.11332868530700317
Reality Fighters,PSV,2012.0,Fighting,Sony Computer Entertainment,0.05,0.05,0.0,0.02,0.12,54.0,39.0,3.8,30.0,Novarama,T,38.0,0.11332868530700317
Petz Fantasy: Moonlight Magic,DS,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,,,Ubisoft,E,,0.11332868530700317
The Price is Right: Decades,Wii,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,,,Ludia Inc.,E10+,,0.11332868530700317
Power Pro Kun Pocket 14,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Dragon Ball: Origins,DS,2008.0,Action,Atari,0.08,0.02,0.0,0.01,0.12,78.0,18.0,7.5,15.0,Game Republic,T,75.0,0.11332868530700317
Jikkyou Powerful Pro Baseball 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
FIFA 17,PC,2016.0,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12,84.0,12.0,4.2,160.0,"EA Sports, EA Vancouver",E,42.0,0.11332868530700317
After Hours Athletes,PS3,2011.0,Sports,Sony Computer Entertainment,0.0,0.1,0.0,0.02,0.12,,,,,,,,0.11332868530700317
Disney Princess: Enchanting Storybooks,DS,2011.0,Misc,THQ,0.07,0.03,0.0,0.01,0.12,,,,,Page 44 Studios,E,,0.11332868530700317
Dora the Explorer: Journey to the Purple Planet,GC,2005.0,Adventure,Global Star,0.09,0.02,0.0,0.0,0.12,,,,,Take-Two Interactive,EC,,0.11332868530700317
Barnyard,GC,2006.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,66.0,12.0,,,Blue Tongue Entertainment,E10+,,0.11332868530700317
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12,,,,,,,,0.11332868530700317
Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,28.0,From Software,T,74.0,0.11332868530700317
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008.0,Action,Takara Tomy,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Madden NFL 17,PS3,2016.0,Sports,Electronic Arts,0.07,0.02,0.0,0.02,0.12,,,0.2,5.0,EA Sports,E,2.0,0.11332868530700317
Harvey Birdman: Attorney at Law,PS2,2008.0,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12,63.0,21.0,,,High Voltage Software,T,,0.11332868530700317
My Chinese Coach,DS,2008.0,Misc,Ubisoft,0.1,0.01,0.0,0.01,0.12,,,,,"Ubisoft, Sensory Sweep",E,,0.11332868530700317
Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.09,0.0,0.01,0.01,0.12,68.0,38.0,8.7,18.0,Hudson Soft,E10+,87.0,0.11332868530700317
DEATH NOTE: Kira Game,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.12,54.0,5.0,,,Tantatus,E10+,,0.11332868530700317
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007.0,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
ASH: Archaic Sealed Heat,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,,,,,Mistwalker,E10+,,0.11332868530700317
DreamWorks Super Star Kartz,PS3,2011.0,Racing,Activision,0.06,0.03,0.0,0.02,0.12,,,,,Activision,E,,0.11332868530700317
Dorabase 2: Nettou Ultra Stadium,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,0.11332868530700317
Where the Wild Things Are,Wii,2009.0,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,65.0,6.0,,,Griptonite Games,E10+,,0.11332868530700317
Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12,74.0,45.0,7.3,9.0,Q Entertainment,E,73.0,0.11332868530700317
FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,EA Canada,E,77.0,0.11332868530700317
Cabela's North American Adventures,PS3,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,,,FUN Labs,T,,0.11332868530700317
Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6.0,133.0,Maxis,T,60.0,0.11332868530700317
Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5.0,25.0,Ubisoft,T,50.0,0.11332868530700317
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010.0,Adventure,Foreign Media Games,0.08,0.03,0.0,0.01,0.12,55.0,4.0,,,MumboJumbo,T,,0.11332868530700317
Dynasty Warriors 8: Xtreme Legends,PSV,2013.0,Action,Tecmo Koei,0.03,0.02,0.05,0.02,0.12,,,,,,,,0.11332868530700317
Yakuza,PS3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Karaoke Revolution Presents American Idol Encore 2,PS3,2008.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11,,,,,Blitz Games,E10+,,0.10436001532424277
Deception IV: Blood Ties,PS3,2014.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70.0,19.0,8.2,27.0,Koei Tecmo Games,M,82.0,0.10436001532424277
Tenchu: Shadow Assassins,PSP,2009.0,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,68.0,18.0,7.4,18.0,From Software,M,74.0,0.10436001532424277
Fuse (Insomniac),PS3,2013.0,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.11,,,,,,,,0.10436001532424277
18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11,,,8.3,10.0,ValuSoft,E,83.0,0.10436001532424277
NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0,EA Tiburon,E,89.0,0.10436001532424277
Merv Griffin's Crosswords,Wii,2008.0,Puzzle,THQ,0.11,0.0,0.0,0.01,0.11,,,,,"Pipeworks Software, Inc.",E,,0.10436001532424277
Tecmo Bowl: Kickoff,DS,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66.0,21.0,7.3,8.0,Polygon Magic,E,73.0,0.10436001532424277
Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11,77.0,24.0,7.9,27.0,Animation Arts,T,79.0,0.10436001532424277
SingStar Latino,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11,,,,,SCEE London Studio,T,,0.10436001532424277
NFL Tour,PS3,2008.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11,45.0,24.0,,,EA Tiburon,E,,0.10436001532424277
Minute to Win It,DS,2010.0,Misc,Zoo Games,0.11,0.0,0.0,0.01,0.11,,,,,Smack Down Productions,E,,0.10436001532424277
Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,19.0,5.0,3.4,65.0,HB Studios Multimedia,E,34.0,0.10436001532424277
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Melty Blood: Act Cadenza,PS2,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Dokapon Kingdom,PS2,2007.0,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,61.0,8.0,6.5,8.0,Sting,E10+,65.0,0.10436001532424277
Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.1,0.0,0.0,0.01,0.11,74.0,27.0,5.8,11.0,Infinite Interactive,E10+,58.0,0.10436001532424277
Final Fantasy III,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,,,8.9,15.0,Matrix Software,T,89.0,0.10436001532424277
Taiko Drum Master: Tokumori!,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Disney Art Academy,3DS,2016.0,Action,Nintendo,0.02,0.01,0.08,0.0,0.11,72.0,16.0,6.8,5.0,Headstrong Games,E,68.0,0.10436001532424277
A Witch's Tale,DS,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,50.0,17.0,6.2,9.0,"Nippon Ichi Software, Hit Maker",E10+,62.0,0.10436001532424277
MySims SkyHeroes,PS3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,62.0,16.0,,,Electronic Arts,E10+,,0.10436001532424277
Persona 5,PS3,2016.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,Atlus,,,0.10436001532424277
Hyperdimension Neptunia U: Action Unleashed,PSV,2014.0,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71.0,20.0,6.8,44.0,Tamsoft,T,68.0,0.10436001532424277
Retro Game Challenge,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,77.0,30.0,7.3,15.0,Indies Zero,E,73.0,0.10436001532424277
Yogi Bear: The Video Game,Wii,2010.0,Action,D3Publisher,0.06,0.05,0.0,0.01,0.11,,,,,Monkey Bar Games,E,,0.10436001532424277
Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11,69.0,12.0,8.1,20.0,Neverland,T,81.0,0.10436001532424277
Pocket Soccer League: Calciobit,3DS,2012.0,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
FIFA Street 2,GC,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11,63.0,16.0,5.7,7.0,EA Canada,E,57.0,0.10436001532424277
Heart Catch PreCure! Oshare Collection,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,45.0,30.0,5.4,16.0,Visual Concepts,T,54.0,0.10436001532424277
Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,55.0,29.0,5.2,18.0,"Artificial Studios, Immersion Software & Graphics",T,52.0,0.10436001532424277
Taito Legends,PS2,2005.0,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11,68.0,18.0,,,Empire Oxford,T,,0.10436001532424277
Mechanic Master,DS,2008.0,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11,76.0,9.0,,,Most Wanted Entertainment,E,,0.10436001532424277
Tom Clancy's EndWar,PSP,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.11,68.0,7.0,5.9,8.0,"Funatics Software, Funatics",T,59.0,0.10436001532424277
Pac 'n Roll,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11,72.0,35.0,,,Namco,E,,0.10436001532424277
Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,Big Blue Bubble Inc.,E,,0.10436001532424277
NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67.0,14.0,8.4,28.0,EA Tiburon,E,84.0,0.10436001532424277
Blood Drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11,40.0,21.0,6.5,10.0,Sidhe Interactive,M,65.0,0.10436001532424277
The Price is Right: Decades,X360,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11,,,,,Ludia Inc.,E10+,,0.10436001532424277
Vacation Isle: Beach Party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,,,,,Farsight Studios,E,,0.10436001532424277
The Walking Dead: Survival Instinct,WiiU,2013.0,Shooter,Activision,0.08,0.03,0.0,0.01,0.11,,,4.6,49.0,Terminal Reality,M,46.0,0.10436001532424277
Shin Sangoku Musou: Multi Raid 2,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Puyo Puyo Tetris,3DS,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,,,0.10436001532424277
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,226.0,Koei Tecmo Games,M,76.0,0.10436001532424277
Prince of Persia: Rival Swords,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.01,0.11,74.0,16.0,8.2,19.0,"Pipeworks Software, Inc.",T,82.0,0.10436001532424277
Samurai Warriors 4-II,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,Omega Force,T,,0.10436001532424277
Tom Clancy's Splinter Cell Trilogy,PS3,2011.0,Action,Ubisoft,0.0,0.09,0.0,0.02,0.11,,,,,,,,0.10436001532424277
The Lord of the Rings: Aragorn's Quest,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.11,,,,,Headstrong Games,E10+,,0.10436001532424277
Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,73.0,41.0,8.2,23.0,Swordfish Studios,M,82.0,0.10436001532424277
Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11,75.0,55.0,8.1,16.0,Wideload Games Inc.,M,81.0,0.10436001532424277
Girl Time,DS,2009.0,Simulation,THQ,0.11,0.0,0.0,0.01,0.11,,,,,THQ,E,,0.10436001532424277
MLB 13: The Show,PSV,2013.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,75.0,7.0,7.5,21.0,SCEA San Diego Studios,E,75.0,0.10436001532424277
Mystery P.I. - Portrait of a Thief,DS,2008.0,Adventure,Unknown,0.1,0.0,0.0,0.01,0.11,,,,,PopCap,E,,0.10436001532424277
